"anime_id","title","type","source","episodes","status","aired_string","aired","aired_year","duration","duration_minutes","rating","score","scored_by","rank","popularity","members","favorites","studio","genre","main_genre"
11013,"Inu x Boku SS","TV","Manga",12,"Finished Airing","Jan 13, 2012 to Mar 30, 2012","{'from': '2012-01-13', 'to': '2012-03-30'}",2012,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.63,139250,1274,231,283882,2809,"David Production","Comedy, Supernatural, Romance, Shounen","Comedy"
2104,"Seto no Hanayome","TV","Manga",26,"Finished Airing","Apr 2, 2007 to Oct 1, 2007","{'from': '2007-04-02', 'to': '2007-10-01'}",2007,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.89,91206,727,366,204003,2579,"Gonzo","Comedy, Parody, Romance, School, Shounen","Comedy"
5262,"Shugo Chara!! Doki","TV","Manga",51,"Finished Airing","Oct 4, 2008 to Sep 25, 2009","{'from': '2008-10-04', 'to': '2009-09-25'}",2008,"24 min. per ep.",24,"PG - Children",7.55,37129,1508,1173,70127,802,"Satelight","Comedy, Magic, School, Shoujo","Comedy"
721,"Princess Tutu","TV","Original",38,"Finished Airing","Aug 16, 2002 to May 23, 2003","{'from': '2002-08-16', 'to': '2003-05-23'}",2002,"16 min. per ep.",16,"PG-13 - Teens 13 or older",8.21,36501,307,916,93312,3344,"Hal Film Maker","Comedy, Drama, Magic, Romance, Fantasy","Comedy"
12365,"Bakuman. 3rd Season","TV","Manga",25,"Finished Airing","Oct 6, 2012 to Mar 30, 2013","{'from': '2012-10-06', 'to': '2013-03-30'}",2012,"24 min. per ep.",24,"PG-13 - Teens 13 or older",8.67,107767,50,426,182765,2082,"J.C.Staff","Comedy, Drama, Romance, Shounen","Comedy"
6586,"Yume-iro Pâtissière","TV","Manga",50,"Finished Airing","Oct 4, 2009 to Sep 26, 2010","{'from': '2009-10-04', 'to': '2010-09-26'}",2009,"24 min. per ep.",24,"G - All Ages",8.03,21618,526,1630,45625,826,"Studio Pierrot, Studio Hibari","Kids, School, Shoujo","Kids"
178,"Ultra Maniac","TV","Manga",26,"Finished Airing","May 20, 2003 to Nov 11, 2003","{'from': '2003-05-20', 'to': '2003-11-11'}",2003,"24 min. per ep.",24,"G - All Ages",7.26,9663,2594,2490,22778,122,"Production Reed","Magic, Comedy, Romance, School, Shoujo","Magic"
2787,"Shakugan no Shana II (Second)","TV","Book",24,"Finished Airing","Oct 5, 2007 to Mar 28, 2008","{'from': '2007-10-05', 'to': '2008-03-28'}",2007,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.72,126085,1066,332,220591,1075,"J.C.Staff","Action, Drama, Fantasy, Romance, School, Supernatural","Action"
4477,"Nodame Cantabile: Paris-hen","TV","Manga",11,"Finished Airing","Oct 10, 2008 to Dec 19, 2008","{'from': '2008-10-10', 'to': '2008-12-19'}",2008,"23 min. per ep.",23,"PG-13 - Teens 13 or older",8.24,53908,281,988,85660,282,"J.C.Staff","Music, Slice of Life, Comedy, Romance, Josei","Music"
853,"Ouran Koukou Host Club","TV","Manga",26,"Finished Airing","Apr 5, 2006 to Sep 27, 2006","{'from': '2006-04-05', 'to': '2006-09-27'}",2006,"23 min. per ep.",23,"PG-13 - Teens 13 or older",8.34,335137,205,69,538843,24072,"Bones","Comedy, Harem, Romance, School, Shoujo","Comedy"
4814,"Junjou Romantica 2","TV","Manga",12,"Finished Airing","Oct 12, 2008 to Dec 28, 2008","{'from': '2008-10-12', 'to': '2008-12-28'}",2008,"24 min. per ep.",24,"PG-13 - Teens 13 or older",8.15,66565,374,799,108186,1123,"Studio Deen","Comedy, Drama, Romance, Shounen Ai","Comedy"
7054,"Kaichou wa Maid-sama!","TV","Manga",26,"Finished Airing","Apr 2, 2010 to Sep 24, 2010","{'from': '2010-04-02', 'to': '2010-09-24'}",2010,"24 min. per ep.",24,"PG-13 - Teens 13 or older",8.2,315130,314,71,531292,14436,"J.C.Staff","Comedy, Romance, School, Shoujo","Comedy"
11123,"Sekaiichi Hatsukoi 2","TV","Manga",12,"Finished Airing","Oct 8, 2011 to Dec 24, 2011","{'from': '2011-10-08', 'to': '2011-12-24'}",2011,"24 min. per ep.",24,"PG-13 - Teens 13 or older",8.23,53285,288,945,89543,726,"Studio Deen","Comedy, Drama, Romance, Shounen Ai","Comedy"
14227,"Tonari no Kaibutsu-kun","TV","Manga",13,"Finished Airing","Oct 2, 2012 to Dec 25, 2012","{'from': '2012-10-02', 'to': '2012-12-25'}",2012,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.71,281448,1093,88,482105,4064,"Brain&#039;s Base","Slice of Life, Comedy, Romance, School, Shoujo","Slice of Life"
269,"Bleach","TV","Manga",366,"Finished Airing","Oct 5, 2004 to Mar 27, 2012","{'from': '2004-10-05', 'to': '2012-03-27'}",2004,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.9,433097,693,18,819284,40718,"Studio Pierrot","Action, Adventure, Comedy, Super Power, Supernatural, Shounen","Action"
59,"Chobits","TV","Manga",26,"Finished Airing","Apr 3, 2002 to Sep 25, 2002","{'from': '2002-04-03', 'to': '2002-09-25'}",2002,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.53,175388,1546,188,317641,3271,"Madhouse","Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen","Sci-Fi"
6045,"Kimi ni Todoke","TV","Manga",25,"Finished Airing","Oct 7, 2009 to Mar 31, 2010","{'from': '2009-10-07', 'to': '2010-03-31'}",2009,"22 min. per ep.",22,"PG-13 - Teens 13 or older",8.13,212710,400,111,417136,8041,"Production I.G","Slice of Life, Drama, Romance, School, Shoujo","Slice of Life"
1735,"Naruto: Shippuuden","TV","Manga",500,"Finished Airing","Feb 15, 2007 to Mar 23, 2017","{'from': '2007-02-15', 'to': '2017-03-23'}",2007,"23 min. per ep.",23,"PG-13 - Teens 13 or older",8.18,385179,337,20,794112,42846,"Studio Pierrot","Action, Adventure, Comedy, Super Power, Martial Arts, Shounen","Action"
210,"Ranma ½","TV","Manga",161,"Finished Airing","Apr 15, 1989 to Sep 25, 1992","{'from': '1989-04-15', 'to': '1992-09-25'}",1989,"24 min. per ep.",24,"R+ - Mild Nudity",7.85,59911,802,623,134537,2742,"Studio Deen","Slice of Life, Comedy, Martial Arts, Fantasy","Slice of Life"
4224,"Toradora!","TV","Book",25,"Finished Airing","Oct 2, 2008 to Mar 26, 2009","{'from': '2008-10-02', 'to': '2009-03-26'}",2008,"24 min. per ep.",24,"PG-13 - Teens 13 or older",8.39,557898,174,13,910373,35322,"J.C.Staff","Slice of Life, Comedy, Romance, School","Slice of Life"
10030,"Bakuman. 2nd Season","TV","Manga",25,"Finished Airing","Oct 1, 2011 to Mar 24, 2012","{'from': '2011-10-01', 'to': '2012-03-24'}",2011,"24 min. per ep.",24,"PG-13 - Teens 13 or older",8.49,122090,108,374,201720,1023,"J.C.Staff","Comedy, Drama, Romance, Shounen","Comedy"
74,"Gakuen Alice","TV","Manga",26,"Finished Airing","Oct 30, 2004 to May 14, 2005","{'from': '2004-10-30', 'to': '2005-05-14'}",2004,"25 min. per ep.",25,"G - All Ages",7.77,33244,941,1291,62951,1403,"Group TAC","Comedy, School, Shoujo, Super Power","Comedy"
4722,"Skip Beat!","TV","Manga",25,"Finished Airing","Oct 6, 2008 to Mar 30, 2009","{'from': '2008-10-06', 'to': '2009-03-30'}",2008,"24 min. per ep.",24,"PG-13 - Teens 13 or older",8.24,90699,282,488,164738,4668,"Hal Film Maker","Comedy, Drama, Romance, Shoujo","Comedy"
14397,"Chihayafuru 2","TV","Manga",25,"Finished Airing","Jan 12, 2013 to Jun 29, 2013","{'from': '2013-01-12', 'to': '2013-06-29'}",2013,"22 min. per ep.",22,"PG-13 - Teens 13 or older",8.47,62720,116,757,114340,1116,"Madhouse","Drama, Game, Josei, School, Slice of Life, Sports","Drama"
1557,"Shounen Onmyouji","TV","Book",26,"Finished Airing","Oct 3, 2006 to Mar 13, 2007","{'from': '2006-10-03', 'to': '2007-03-13'}",2006,"23 min. per ep.",23,"PG-13 - Teens 13 or older",7.68,14619,1158,1793,39422,274,"Studio Deen","Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo","Action"
10800,"Chihayafuru","TV","Manga",25,"Finished Airing","Oct 5, 2011 to Mar 28, 2012","{'from': '2011-10-05', 'to': '2012-03-28'}",2011,"22 min. per ep.",22,"PG-13 - Teens 13 or older",8.29,89081,246,348,213902,4524,"Madhouse","Drama, Game, Josei, School, Slice of Life, Sports","Drama"
3731,"Itazura na Kiss","TV","Manga",25,"Finished Airing","Apr 5, 2008 to Sep 25, 2008","{'from': '2008-04-05', 'to': '2008-09-25'}",2008,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.7,91187,1108,473,170224,2632,"TMS Entertainment","Comedy, Romance, Shoujo","Comedy"
9513,"Beelzebub","TV","Manga",60,"Finished Airing","Jan 9, 2011 to Mar 25, 2012","{'from': '2011-01-09', 'to': '2012-03-25'}",2011,"24 min. per ep.",24,"PG-13 - Teens 13 or older",8.02,136105,528,208,302082,3785,"Pierrot Plus","Action, Comedy, Demons, Supernatural, School, Shounen","Action"
5835,"Hanasakeru Seishounen","TV","Manga",39,"Finished Airing","Apr 5, 2009 to Feb 14, 2010","{'from': '2009-04-05', 'to': '2010-02-14'}",2009,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.87,16772,753,1654,44633,500,"Studio Pierrot","Drama, Romance, Shoujo","Drama"
9863,"SKET Dance","TV","Manga",77,"Finished Airing","Apr 7, 2011 to Sep 27, 2012","{'from': '2011-04-07', 'to': '2012-09-27'}",2011,"24 min. per ep.",24,"PG-13 - Teens 13 or older",8.33,44132,213,646,130264,2474,"Tatsunoko Production","Comedy, School, Shounen","Comedy"
7817,"B-gata H-kei","TV","Manga",12,"Finished Airing","Apr 2, 2010 to Jun 18, 2010","{'from': '2010-04-02', 'to': '2010-06-18'}",2010,"24 min. per ep.",24,"R+ - Mild Nudity",7.1,142827,3193,285,244791,1641,"Hal Film Maker, TYO Animations","Comedy, Romance, Ecchi, School, Seinen","Comedy"
966,"Crayon Shin-chan","TV","Manga",0,"Currently Airing","Apr 13, 1992 to ?","{'from': '1992-04-13', 'to': None}",1992,"21 min.",21,"PG - Children",7.73,17683,1032,1937,34788,600,"Shin-Ei Animation","Slice of Life, Comedy, Ecchi, School, Seinen","Slice of Life"
120,"Fruits Basket","TV","Manga",26,"Finished Airing","Jul 5, 2001 to Dec 27, 2001","{'from': '2001-07-05', 'to': '2001-12-27'}",2001,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.77,167968,939,222,292572,7579,"Studio Deen","Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo","Slice of Life"
957,"Saiunkoku Monogatari","TV","Book",39,"Finished Airing","Apr 8, 2006 to Feb 24, 2007","{'from': '2006-04-08', 'to': '2007-02-24'}",2006,"25 min. per ep.",25,"PG-13 - Teens 13 or older",8.04,23467,512,1313,61739,1059,"Madhouse","Adventure, Fantasy, Comedy, Romance, Historical, Drama","Adventure"
21,"One Piece","TV","Manga",0,"Currently Airing","Oct 20, 1999 to ?","{'from': '1999-10-20', 'to': None}",1999,"24 min.",24,"PG-13 - Teens 13 or older",8.54,423868,91,35,720133,69760,"Toei Animation","Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen","Action"
1974,"Glass no Kamen (2005)","TV","Manga",51,"Finished Airing","Apr 6, 2005 to Mar 29, 2006","{'from': '2005-04-06', 'to': '2006-03-29'}",2005,"25 min. per ep.",25,"G - All Ages",8.18,7348,333,2523,22123,365,"Tokyo Movie Shinsha","Drama, Shoujo","Drama"
857,"Air Gear","TV","Manga",25,"Finished Airing","Apr 5, 2006 to Sep 27, 2006","{'from': '2006-04-05', 'to': '2006-09-27'}",2006,"24 min. per ep.",24,"R+ - Mild Nudity",7.64,126326,1233,297,235764,3254,"Toei Animation","Action, Comedy, Ecchi, Shounen, Sports","Action"
1914,"Saiunkoku Monogatari 2nd Season","TV","Book",39,"Finished Airing","Apr 7, 2007 to Mar 8, 2008","{'from': '2007-04-07', 'to': '2008-03-08'}",2007,"25 min. per ep.",25,"PG-13 - Teens 13 or older",8.16,11924,362,2233,27481,201,"Madhouse","Adventure, Comedy, Drama, Fantasy, Historical, Romance","Adventure"
249,"InuYasha","TV","Manga",167,"Finished Airing","Oct 16, 2000 to Sep 13, 2004","{'from': '2000-10-16', 'to': '2004-09-13'}",2000,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.9,181978,697,141,371313,12282,"Sunrise","Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen","Action"
6645,"Chu-Bra!!","TV","Manga",12,"Finished Airing","Jan 4, 2010 to Mar 22, 2010","{'from': '2010-01-04', 'to': '2010-03-22'}",2010,"24 min. per ep.",24,"PG-13 - Teens 13 or older",6.3,16688,6380,1858,37256,48,"Zexcs","Ecchi, Comedy, School, Seinen","Ecchi"
5690,"Nodame Cantabile Finale","TV","Manga",11,"Finished Airing","Jan 15, 2010 to Mar 26, 2010","{'from': '2010-01-15', 'to': '2010-03-26'}",2010,"22 min. per ep.",22,"PG-13 - Teens 13 or older",8.34,47983,203,995,84808,381,"J.C.Staff","Comedy, Josei, Music, Romance","Comedy"
1571,"Ghost Hunt","TV","Book",25,"Finished Airing","Oct 4, 2006 to Mar 28, 2007","{'from': '2006-10-04', 'to': '2007-03-28'}",2006,"25 min. per ep.",25,"PG-13 - Teens 13 or older",7.92,69224,656,527,152490,2579,"J.C.Staff","Comedy, Horror, Mystery, Shoujo, Supernatural","Comedy"
11759,"Accel World","TV","Book",24,"Finished Airing","Apr 7, 2012 to Sep 22, 2012","{'from': '2012-04-07', 'to': '2012-09-22'}",2012,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.53,236083,1545,103,433343,3680,"Sunrise","Action, Game, Sci-Fi, Romance, School","Action"
7674,"Bakuman.","TV","Manga",25,"Finished Airing","Oct 2, 2010 to Apr 2, 2011","{'from': '2010-10-02', 'to': '2011-04-02'}",2010,"24 min. per ep.",24,"PG-13 - Teens 13 or older",8.32,167429,216,172,332666,6846,"J.C.Staff","Comedy, Drama, Romance, Shounen","Comedy"
1698,"Nodame Cantabile","TV","Manga",23,"Finished Airing","Jan 12, 2007 to Jun 15, 2007","{'from': '2007-01-12', 'to': '2007-06-15'}",2007,"22 min. per ep.",22,"PG-13 - Teens 13 or older",8.41,87363,163,381,198927,4443,"J.C.Staff","Music, Slice of Life, Comedy, Drama, Romance, Josei","Music"
14713,"Kamisama Hajimemashita","TV","Manga",13,"Finished Airing","Oct 2, 2012 to Dec 25, 2012","{'from': '2012-10-02', 'to': '2012-12-25'}",2012,"24 min. per ep.",24,"PG-13 - Teens 13 or older",8.14,138954,383,259,266342,6387,"TMS Entertainment","Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo","Comedy"
232,"Cardcaptor Sakura","TV","Manga",70,"Finished Airing","Apr 7, 1998 to Mar 21, 2000","{'from': '1998-04-07', 'to': '2000-03-21'}",1998,"25 min. per ep.",25,"PG - Children",8.21,121898,297,292,237669,9453,"Madhouse","Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo","Adventure"
233,"Daa! Daa! Daa!","TV","Manga",78,"Finished Airing","Mar 28, 2000 to Feb 26, 2002","{'from': '2000-03-28', 'to': '2002-02-26'}",2000,"25 min. per ep.",25,"G - All Ages",7.78,6598,919,3045,15211,216,"J.C.Staff","Comedy, Sci-Fi, Shoujo","Comedy"
9656,"Kimi ni Todoke 2nd Season","TV","Manga",12,"Finished Airing","Jan 12, 2011 to Mar 30, 2011","{'from': '2011-01-12', 'to': '2011-03-30'}",2011,"23 min. per ep.",23,"PG-13 - Teens 13 or older",8.12,133548,412,322,224494,1117,"Production I.G","Slice of Life, Drama, Romance, School, Shoujo","Slice of Life"
9926,"Sekaiichi Hatsukoi","TV","Manga",12,"Finished Airing","Apr 9, 2011 to Jun 25, 2011","{'from': '2011-04-09', 'to': '2011-06-25'}",2011,"23 min. per ep.",23,"PG-13 - Teens 13 or older",8.07,69250,469,701,121752,2908,"Studio Deen","Comedy, Drama, Romance, Shounen Ai","Comedy"
2564,"Code-E","TV","Original",12,"Finished Airing","Jul 4, 2007 to Sep 19, 2007","{'from': '2007-07-04', 'to': '2007-09-19'}",2007,"24 min. per ep.",24,"G - All Ages",6.49,5866,5635,3214,13818,18,"Studio Deen","Comedy, Romance, School, Sci-Fi, Slice of Life","Comedy"
3092,"Junjou Romantica","TV","Manga",12,"Finished Airing","Apr 11, 2008 to Jun 27, 2008","{'from': '2008-04-11', 'to': '2008-06-27'}",2008,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.99,86423,568,568,146369,4707,"Studio Deen","Comedy, Drama, Romance, Shounen Ai","Comedy"
1579,"Kiniro no Corda: Primo Passo","TV","Game",25,"Finished Airing","Oct 2, 2006 to Mar 26, 2007","{'from': '2006-10-02', 'to': '2007-03-26'}",2006,"24 min. per ep.",24,"PG-13 - Teens 13 or older",7.63,36820,1273,1138,72255,1126,"Yumeta Company","Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo","Comedy"
32370,"D.Gray-man Hallow","TV","Manga",13,"Finished Airing","Jul 5, 2016 to Sep 27, 2016","{'from': '2016-07-05', 'to': '2016-09-27'}",2016,"24 min. per ep.",24,"R - 17+ (violence & profanity)",7.92,40618,655,795,108764,825,"TMS Entertainment","Action, Adventure, Super Power, Demons, Shounen","Action"
11547,"Sengoku☆Paradise Kiwami","TV","Other",26,"Finished Airing","Oct 4, 2011 to Mar 27, 2012","{'from': '2011-10-04', 'to': '2012-03-27'}",2011,"3 min. per ep.",3,"PG-13 - Teens 13 or older",6.2,609,6763,5316,3989,2,"Milky Cartoon, LMD","Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo","Action"
7518,"Boku wa Kuma","Music","Original",1,"Finished Airing","Oct 2, 2006","{'from': '2006-10-02', 'to': '2006-10-02'}",2006,"2 min.",2,"G - All Ages",5.79,690,7814,8069,1111,1,"","Kids, Music, Slice of Life","Kids"
16642,"Ane Koi: Suki Kirai Daisuki.","OVA","Manga",2,"Finished Airing","Feb 15, 2013 to May 17, 2013","{'from': '2013-02-15', 'to': '2013-05-17'}",2013,"26 min. per ep.",26,"Rx - Hentai",7.03,2355,NA,4667,5600,37,"","Hentai","Hentai"
7605,"Parasol Henbei","TV","Other",200,"Finished Airing","Oct 2, 1989 to Jan 28, 1991","{'from': '1989-10-02', 'to': '1991-01-28'}",1989,"10 min. per ep.",10,"PG - Children",6.39,94,6043,10418,309,2,"","Adventure, Comedy, Fantasy, Kids, Magic","Adventure"
9389,"Ginga Hyouryuu Vifam: Kieta 12-nin","OVA","Other",1,"Finished Airing","Feb 25, 1985","{'from': '1985-02-25', 'to': '1985-02-25'}",1985,"57 min.",57,"G - All Ages",6.29,102,6435,10547,285,0,"Sunrise","Sci-Fi, Adventure, Space, Mecha","Sci-Fi"
34152,"Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono","OVA","Original",1,"Finished Airing","Jan 12, 2017","{'from': '2017-01-12', 'to': '2017-01-12'}",2017,"25 min.",25,"R - 17+ (violence & profanity)",7.4,15423,2049,2044,31844,276,"Lerche","Action, Mystery, Horror, Psychological","Action"
9998,"Chuuhai Lemon: Love 30s - Ame ni Nurete mo","OVA","Other",1,"Finished Airing","Oct 21, 1985","{'from': '1985-10-21', 'to': '1985-10-21'}",1985,"44 min.",44,"PG-13 - Teens 13 or older",6,28,9895,11667,165,0,"","Police, Comedy, Romance, Drama","Police"
153,"Juuni Kokuki","TV","Book",45,"Finished Airing","Apr 9, 2002 to Aug 30, 2003","{'from': '2002-04-09', 'to': '2003-08-30'}",2002,"25 min. per ep.",25,"PG-13 - Teens 13 or older",8.13,28791,399,1016,82925,1907,"Studio Pierrot","Action, Adventure, Fantasy, Magic, Supernatural","Action"
27417,"Diabolik Lovers OVA","OVA","Game",1,"Finished Airing","Feb 26, 2015","{'from': '2015-02-26', 'to': '2015-02-26'}",2015,"11 min.",11,"PG-13 - Teens 13 or older",6.04,9290,7260,2721,19268,64,"Production I.G, Zexcs","Harem, School, Vampire, Shoujo","Harem"
5588,"Ko Ko Ro","OVA","Other",2,"Finished Airing","Dec 21, 2001 to Jun 21, 2002","{'from': '2001-12-21', 'to': '2002-06-21'}",2001,"30 min. per ep.",30,"Rx - Hentai",5.34,100,NA,9817,423,0,"","Hentai","Hentai"
23903,"Tuzki: Love Assassin","ONA","Other",1,"Finished Airing","Feb 12, 2014","{'from': '2014-02-12', 'to': '2014-02-12'}",2014,"2 min.",2,"R - 17+ (violence & profanity)",5.87,237,7654,9602,482,1,"Studio 4°C","Comedy, Romance","Comedy"
13247,"Lupin III: Lupin Ikka Seizoroi","Special","Other",1,"Finished Airing","Mar 28, 2012","{'from': '2012-03-28', 'to': '2012-03-28'}",2012,"10 min.",10,"PG-13 - Teens 13 or older",6.87,676,4041,6950,1926,0,"","Adventure, Comedy, Seinen","Adventure"
1051,"Ao no 6-gou","OVA","Manga",4,"Finished Airing","Oct 25, 1998 to Mar 25, 2000","{'from': '1998-10-25', 'to': '2000-03-25'}",1998,"32 min. per ep.",32,"PG-13 - Teens 13 or older",7.14,16149,3026,1950,34469,184,"Gonzo","Action, Adventure, Mecha, Military, Sci-Fi","Action"
12447,"Ben-To Picture Drama","Special","Book",6,"Finished Airing","Dec 21, 2011 to May 16, 2012","{'from': '2011-12-21', 'to': '2012-05-16'}",2011,"9 min. per ep.",9,"PG-13 - Teens 13 or older",6.15,2806,6924,3977,8265,3,"David Production","Comedy","Comedy"
3294,"Gasshin Sentai Mechander Robo","TV","Other",35,"Finished Airing","Mar 3, 1977 to Dec 29, 1977","{'from': '1977-03-03', 'to': '1977-12-29'}",1977,"23 min. per ep.",23,"PG-13 - Teens 13 or older",6.17,79,6851,9869,412,0,"","Space, Mecha, Military, Mystery, Sci-Fi","Space"
1381,"Seikai no Monshou Special","Special","Book",1,"Finished Airing","Apr 7, 2000","{'from': '2000-04-07', 'to': '2000-04-07'}",2000,"1 hr. 30 min.",90,"PG-13 - Teens 13 or older",7.35,1050,2254,6165,2758,3,"Sunrise","Action, Military, Romance, Sci-Fi, Space","Action"
8022,"Tegamibachi Gakuen","Special","Original",25,"Finished Airing","Jan 27, 2010 to Jul 23, 2010","{'from': '2010-01-27', 'to': '2010-07-23'}",2010,"3 min. per ep.",3,"PG-13 - Teens 13 or older",7.42,1911,1953,4119,7644,7,"Studio Pierrot","Comedy","Comedy"
32666,"Oniku Daisuki! Zeushi-kun: Suteki na Hamburger","ONA","Original",1,"Finished Airing","Feb 10, 2016","{'from': '2016-02-10', 'to': '2016-02-10'}",2016,"4 min.",4,"G - All Ages",4.32,22,11629,12944,102,0,"DLE","Comedy","Comedy"
33775,"Soul Buster","TV","Manga",12,"Finished Airing","Oct 4, 2016 to Dec 11, 2016","{'from': '2016-10-04', 'to': '2016-12-11'}",2016,"13 min. per ep.",13,"PG-13 - Teens 13 or older",5.91,4687,7553,2963,16223,13,"Studio Pierrot","Action, Samurai","Action"
20667,"Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.","Special","Other",1,"Finished Airing","Sep 6, 2001","{'from': '2001-09-06', 'to': '2001-09-06'}",2001,"10 min.",10,"PG-13 - Teens 13 or older",5.86,315,7674,8025,1143,0,"Sunrise","Mecha, Military","Mecha"
35277,"Nanumu no Ie","Movie","Other",1,"Finished Airing","1995","{'from': None, 'to': None}",2008,"1 hr. 36 min.",96,"PG - Children",4.86,7,11408,13987,49,0,"","Drama, Historical","Drama"
14353,"Death Billiards","Movie","Original",1,"Finished Airing","Mar 2, 2013","{'from': '2013-03-02', 'to': '2013-03-02'}",2013,"25 min.",25,"R - 17+ (violence & profanity)",8.01,81162,542,637,132203,226,"Madhouse","Game, Mystery, Psychological, Drama, Thriller","Game"
32747,"Fake Style II","Music","Other",1,"Finished Airing","Aug 1, 2014","{'from': '2014-08-01', 'to': '2014-08-01'}",2014,"3 min.",3,"PG - Children",5.85,103,7689,11594,174,0,"","Music","Music"
5235,"Live On Cardliver Kakeru","TV","Manga",51,"Finished Airing","Oct 5, 2008 to Sep 27, 2009","{'from': '2008-10-05', 'to': '2009-09-27'}",2008,"23 min. per ep.",23,"PG - Children",6.86,97,4074,9003,673,3,"TMS Entertainment","Game, Fantasy","Game"
8154,"Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!","Movie","Other",1,"Finished Airing","Jul 12, 1986","{'from': '1986-07-12', 'to': '1986-07-12'}",1986,"49 min.",49,"G - All Ages",6.17,60,6853,10204,342,0,"Toei Animation","Adventure, Comedy, Fantasy, Horror, Supernatural","Adventure"
5117,"Kokudo Oh","OVA","Game",5,"Finished Airing","Nov 28, 2000 to Jun 18, 2002","{'from': '2000-11-28', 'to': '2002-06-18'}",2000,"30 min. per ep.",30,"Rx - Hentai",6.08,275,NA,8277,994,0,"","Fantasy, Hentai","Fantasy"
26443,"Triage X","TV","Manga",10,"Finished Airing","Apr 9, 2015 to Jun 11, 2015","{'from': '2015-04-09', 'to': '2015-06-11'}",2015,"23 min. per ep.",23,"R+ - Mild Nudity",6.41,34990,5978,1025,81824,158,"Xebec","Action, Adventure, Ecchi, Shounen","Action"
16251,"Shinkai no Kantai: Submarine 707","OVA","Manga",1,"Finished Airing","Jan 10, 1997","{'from': '1997-01-10', 'to': '1997-01-10'}",1997,"46 min.",46,"None",5.73,120,7936,9879,412,0,"J.C.Staff, Toei Animation","Action, Adventure, Military, Sci-Fi","Action"
6777,"Densha Kamo Shirenai","Music","Other",1,"Finished Airing","Jun, 2002","{'from': None, 'to': None}",2003,"4 min.",4,"G - All Ages",5.62,395,8152,9124,632,2,"","Music","Music"
35594,"Ylion to Callysia","Movie","Original",1,"Finished Airing","Jun 4, 2017","{'from': '2017-06-04', 'to': '2017-06-04'}",2017,"8 min.",8,"None",5.86,7,12762,10399,313,0,"","Action, Fantasy","Action"
36847,"Nanatsu no Bitoku","TV","Other",10,"Finished Airing","Jan 27, 2018 to Mar 31, 2018","{'from': '2018-01-27', 'to': '2018-03-31'}",2018,"5 min. per ep.",5,"R+ - Mild Nudity",5.2,4722,8835,2533,22001,47,"Bridge","Ecchi, Fantasy","Ecchi"
32561,"Hai to Gensou no Grimgar Special","Special","Book",1,"Finished Airing","Mar 16, 2016","{'from': '2016-03-16', 'to': '2016-03-16'}",2016,"11 min.",11,"PG-13 - Teens 13 or older",6.65,16293,4965,2146,29209,29,"A-1 Pictures","Comedy","Comedy"
24275,"Medamayaki no Kimi Itsu Tsubusu?","Special","Manga",4,"Finished Airing","Aug 5, 2014 to Aug 8, 2014","{'from': '2014-08-05', 'to': '2014-08-08'}",2014,"18 min. per ep.",18,"G - All Ages",5.92,161,7526,8668,811,0,"Fanworks","Comedy, Seinen","Comedy"
29363,"Watashi no Ashinaga Ojisan Specials","Special","Other",2,"Finished Airing","May, 2001","{'from': None, 'to': None}",1999,"45 min. per ep.",45,"G - All Ages",6.41,37,12656,11258,199,0,"Nippon Animation","Comedy, Romance, School, Shoujo, Slice of Life","Comedy"
3669,"Duel Masters Movie 1: Yami no Shiro no Maryuuou","Movie","Original",1,"Finished Airing","Mar 12, 2005","{'from': '2005-03-12', 'to': '2005-03-12'}",2005,"45 min.",45,"PG - Children",5.96,333,7431,8482,896,2,"","Adventure, Kids","Adventure"
1811,"Bounty Dog: Getsumen no Ibu","OVA","Original",2,"Finished Airing","Oct 1, 1994 to Nov 1, 1994","{'from': '1994-10-01', 'to': '1994-11-01'}",1994,"29 min. per ep.",29,"R - 17+ (violence & profanity)",5.63,953,8135,6716,2147,3,"Animate Film","Action, Sci-Fi, Space","Action"
